tfopwg_disp,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2
1,90.308345,34.77309,-22.762,0.084,-0.084,-17.765,0.069,-0.069,2458817.684965,0.000872,-0.000872,1.766692,5.4e-06,-5.4e-06,1.4196682,0.1562329,-0.1562329,830.5082973,58.453926,-58.453926,1.5574734,0.1431515,-0.1431515,57.0208084,700.8548645,10.6714,0.007,-0.007,30.7947,0.0391,-0.0391,3474.0,157.0,-157.0,4.77152,0.0066175,-0.0066175,0.46126,0.0137244,-0.0137244
1,97.74871,66.360596,46.512,0.037,-0.037,-20.362,0.046,-0.046,2458843.657627,0.000987,-0.000987,3.7701296,0.0002696,-0.0002696,2.8512056,0.1055897,-0.1055897,4361.1801082,108.92766,-108.92766,5.4800266,0.4619989,-0.4619989,195.2881696,953.4195932,10.7424,0.006,-0.006,124.68,0.587,-0.587,5058.0,122.082,-122.082,4.53907,0.0868076,-0.0868076,0.81833,0.0476885,-0.0476885
1,21.921735,72.296615,71.707,0.055,-0.055,40.475,0.062,-0.062,2458791.519137,0.000638,-0.000638,3.1342946,5.9e-06,-5.9e-06,1.2158796,0.3321721,-0.3321721,1183.6060713,76.446625,-76.446625,1.7992966,1.3256298,-1.3256298,34.5537033,618.3628631,11.0294,0.007,-0.007,45.1309,0.06805,-0.06805,3575.0,157.0,-157.0,4.72334,0.0086441,-0.0086441,0.516105,0.0153254,-0.0153254
1,65.280648,48.819831,12.93,0.127,-0.127,-19.178,0.078,-0.078,2459911.832125,0.00212,-0.00212,2.5005291,0.0003706,-0.0003706,0.8809865,0.3441977,-0.3441977,12579.3504758,1583.843,-1583.843,3.1713853,1.1981618,-1.1981618,13.8080731,491.6465759,13.9664,0.007,-0.007,64.9172,0.35625,-0.35625,3181.0,157.0,-157.0,4.94798,0.0080613,-0.0080613,0.280475,0.0085728,-0.0085728
0,126.088625,42.104735,26.602,0.084,-0.084,-59.738,0.052,-0.052,2458843.38029,0.00428,-0.00428,1.12355,0.00039,-0.00039,1.611,0.479,-0.479,1020.0,4.85789,-4.85789,3.49799,0.294974,-0.294974,2963.42,2055.0,10.8219,0.007,-0.007,189.762,1.891,-1.891,5524.0,107.6,-107.6,4.41,0.07,-0.07,1.01,0.05,-0.05
0,111.559352,32.383825,-42.674,0.179,-0.179,-74.653,0.16,-0.16,2458842.74962,0.00292,-0.00292,0.40312,0.0001,-0.0001,0.853,0.323,-0.323,1000.0,14.6108,-14.6108,2.95177,0.440428,-0.440428,1215.98,1645.0,10.9894,0.006,-0.006,103.107,1.187,-1.187,4252.9,105.3,-105.3,4.37,0.09,-0.09,0.89,0.07,-0.07
0,114.932863,28.120146,3.12,0.089,-0.089,-4.992,0.075,-0.075,2459575.195833,0.001167,-0.001167,3.929983,1.51e-05,-1.51e-05,2.153,0.167,-0.167,2270.0,1.5283,-1.5283,6.51515,0.363202,-0.363202,398.651,1244.0,10.8508,0.007,-0.007,343.469,5.973,-5.973,6621.9,137.7,-137.7,4.33,0.09,-0.09,1.34,0.06,-0.06
0,132.635012,82.92712,-4.83,0.039,-0.039,-17.892,0.042,-0.042,2460328.287633,0.004908,-0.004908,13.2054538,7.68e-05,-7.68e-05,4.875,0.47,-0.47,644.0,29.1797,-29.1797,3.74642,0.205098,-0.205098,193.559,1039.0,10.3042,0.007,-0.007,335.518,2.892,-2.892,6653.0,124.9,-124.9,4.14,0.09,-0.09,1.67,0.07,-0.07
0,101.382168,31.465533,18.699,0.081,-0.081,-28.382,0.068,-0.068,2458843.26677,0.00401,-0.00401,2.02365,0.00075,-0.00075,2.585,0.448,-0.448,1710.0,2.40429,-2.40429,5.96472,0.381378,-0.381378,2411.54,1952.0,10.3135,0.006,-0.006,291.007,5.6945,-5.6945,6582.0,123.8,-123.8,4.24,0.09,-0.09,1.48,0.07,-0.07
0,124.269428,-63.213403,-13.511,0.045,-0.045,19.48,0.037,-0.037,2458569.773308,0.00038,-0.00038,1.8135767,0.0001919,-0.0001919,1.0753316,0.1093619,-0.1093619,4166.2802035,241.68144,-241.68144,7.660458,0.9441151,-0.9441151,2590.3914807,1819.5378757,11.6626,0.006,-0.006,256.345,1.463,-1.463,5237.0,183.0,-183.0,4.2427,0.42297,-0.42297,1.1072299,0.0651181,-0.0651181
1,94.283837,76.21102,59.837,0.037,-0.037,55.61,0.044,-0.044,2460439.666809,0.000776,-0.000776,24.2833782,1.82e-05,-1.82e-05,5.132,0.121,-0.121,2844.0,37.9357,-37.9357,5.21152,0.25711,-0.25711,30.5138,654.0,8.9134,0.006,-0.006,81.2271,0.17695,-0.17695,5675.0,125.8,-125.8,4.46,0.08,-0.08,0.98,0.05,-0.05
0,124.446664,51.01037,-39.008,0.057,-0.057,-48.908,0.044,-0.044,2458844.85466,0.00472,-0.00472,10.2558,0.0046,-0.0046,5.088,0.309,-0.309,5740.0,0.923177,-0.923177,7.44683,0.405057,-0.405057,126.859,934.0,9.92871,0.006,-0.006,112.978,0.4275,-0.4275,5326.0,120.0,-120.0,4.43,0.08,-0.08,0.97,0.05,-0.05
0,127.945702,44.832314,-1.527,0.064,-0.064,-6.598,0.05,-0.05,2459606.849596,0.000582,-0.000582,3.566276,4.4e-06,-4.4e-06,4.197,0.105,-0.105,3870.0,0.317992,-0.317992,20.2251,0.859403,-0.859403,1949.16,1851.0,9.9841,0.006,-0.006,574.264,13.792,-13.792,6831.4,98.6,-98.6,3.61,0.09,-0.09,3.17,0.13,-0.13
1,113.184238,33.835021,0.096,0.073,-0.073,-2.647,0.07,-0.07,2459603.425538,0.00016,-0.00016,3.4744763,1.9e-06,-1.9e-06,4.258,0.018,-0.018,12920.0,0.0996836,-0.0996836,19.6131,0.810264,-0.810264,1701.38,1789.0,10.7131,0.008,-0.008,396.11,7.5075,-7.5075,6642.3,107.3,-107.3,4.14,0.09,-0.09,1.67,0.07,-0.07
0,79.073505,79.737727,-6.382,0.051,-0.051,13.103,0.066,-0.066,2459738.517459,0.001139,-0.001139,2.8269356,2.6e-06,-2.6e-06,1.1692366,0.0916572,-0.0916572,950.9544382,29.205482,-29.205482,4.8112209,0.807548,-0.807548,2458.6277073,1795.9446278,9.01249,0.006,-0.006,182.907,1.2905,-1.2905,7072.0,131.2,-131.2,4.28,0.09,-0.09,1.50581,0.0587262,-0.0587262
1,105.083329,56.824194,50.84,0.088,-0.088,-55.918,0.062,-0.062,2460298.678071,0.00299,-0.00299,8.082354,3.19e-05,-3.19e-05,3.284,0.235,-0.235,559.0,24.0598,-24.0598,2.72432,0.170119,-0.170119,140.474,959.0,8.82897,0.006,-0.006,104.158,0.81,-0.81,5878.6,140.7,-140.7,4.28,0.08,-0.08,1.24,0.07,-0.07
1,316.631879,-26.692865,-4.711,0.094,-0.094,-54.25,0.069,-0.069,2458326.92242,0.00173,-0.00173,9.47686,4e-05,-4e-05,4.392,0.243,-0.243,2980.0,1.07525,-1.07525,9.80856,0.54867,-0.54867,161.969,993.0,10.7379,0.006,-0.006,342.831,7.221,-7.221,5801.8,235.6,-235.6,4.32,2.0,-2.0,1.79,0.09,-0.09
1,117.026769,50.225147,-29.731,0.083,-0.083,-154.272,0.05,-0.05,2459957.574412,0.000204,-0.000204,2.6158597,9e-07,-9e-07,2.517,0.06,-0.06,13363.0,135.919,-135.919,13.1204,0.946292,-0.946292,428.036,1267.0,10.4467,0.006,-0.006,154.273,1.446,-1.446,5267.0,152.7,-152.7,4.32,0.1,-0.1,1.08,0.08,-0.08
1,110.388028,58.268109,-16.989,0.056,-0.056,5.31,0.05,-0.05,2460339.400472,0.001473,-0.001473,4.1250429,9.3e-06,-9.3e-06,4.454,0.056,-0.056,8804.0,209.761,-209.761,15.3479,0.884007,-0.884007,1112.27,1608.0,10.1653,0.006,-0.006,272.655,2.8845,-2.8845,6304.0,139.5,-139.5,4.11,0.09,-0.09,1.62,0.09,-0.09
1,116.797198,68.476685,5.04,0.03,-0.03,12.326,0.046,-0.046,2460307.768558,0.002524,-0.002524,13.7270395,4.97e-05,-4.97e-05,4.007,0.392,-0.392,901.0,36.9618,-36.9618,2.95921,0.167618,-0.167618,68.9542,802.0,9.09942,0.006,-0.006,100.727,0.2915,-0.2915,5777.0,124.977,-124.977,4.38035,0.0725402,-0.0725402,1.09,0.05,-0.05
0,127.032597,56.427529,-88.814,0.053,-0.053,-7.645,0.052,-0.052,2458843.027821,0.002023,-0.002023,0.6850808,9.91e-05,-9.91e-05,1.0565887,0.5722773,-0.5722773,2675.7176662,338.96216,-338.96216,1.9806358,2.0170252,-2.0170252,170.8295335,922.0627729,12.507,0.008,-0.008,58.3171,0.1227,-0.1227,3541.0,157.0,-157.0,4.8452,0.0021218,-0.0021218,0.380019,0.0113954,-0.0113954
1,97.636645,29.672266,-1.58,0.068,-0.068,-6.958,0.058,-0.058,2458842.997159,5.6e-05,-5.6e-05,1.0914304,2e-07,-2e-07,3.05123,0.0075596,-0.0075596,15377.7920504,38.79088,-38.79088,22.6154555,1.0501168,-1.0501168,8220.5839513,2428.5408709,11.0967,0.013,-0.013,427.246,5.9855,-5.9855,6154.0,105.682,-105.682,4.02046,0.0803026,-0.0803026,1.74942,0.0811608,-0.0811608
1,117.47937,27.363134,-10.027,0.085,-0.085,-11.314,0.049,-0.049,2458845.373051,0.00064,-0.00064,7.107934,8.5e-06,-8.5e-06,3.440833,0.0683055,-0.0683055,501.6058242,16.939434,-16.939434,2.2881711,0.1527981,-0.1527981,145.5706555,885.9071544,6.2683,0.006,-0.006,22.4035,0.0225,-0.0225,5694.11,153.429,-153.429,4.53108,0.085452,-0.085452,0.902932,0.0547111,-0.0547111
1,117.47937,27.363134,-10.027,0.085,-0.085,-11.314,0.049,-0.049,2459583.637103,0.000998,-0.000998,20.5438153,2.36e-05,-2.36e-05,4.0537919,0.1126891,-0.1126891,799.3817133,25.194975,-25.194975,2.5734283,0.3003505,-0.3003505,35.3582059,621.931143,6.2683,0.006,-0.006,22.4035,0.0225,-0.0225,5694.11,153.429,-153.429,4.53108,0.085452,-0.085452,0.902932,0.0547111,-0.0547111
1,120.611679,64.797153,104.078,0.044,-0.044,52.92,0.046,-0.046,2459604.399093,0.000532,-0.000532,3.4913952,4.3e-06,-4.3e-06,1.763,0.259,-0.259,5400.0,1.27243,-1.27243,4.9395,0.165713,-0.165713,44.3221,718.0,10.7921,0.007,-0.007,60.798,0.13635,-0.13635,3907.0,157.0,-157.0,4.62346,0.011365,-0.011365,0.63,0.02,-0.02
1,110.168516,37.140595,-9.63,0.071,-0.071,-13.043,0.064,-0.064,2459603.86508,0.000512,-0.000512,3.9228042,4.3e-06,-4.3e-06,3.205,0.097,-0.097,13970.0,1.33437,-1.33437,15.8493,0.873536,-0.873536,583.697,1369.0,11.7946,0.007,-0.007,455.203,8.8015,-8.8015,6193.0,137.448,-137.448,4.2858,0.0913953,-0.0913953,1.3,0.07,-0.07
0,118.881765,54.596601,-20.703,0.061,-0.061,-8.957,0.054,-0.054,2458844.7654,0.004,-0.004,5.80322,0.00192,-0.00192,1.569,0.23,-0.23,1710.0,4.65989,-4.65989,6.3744,0.474266,-0.474266,61.8583,781.0,10.379,0.006,-0.006,251.27,2.552,-2.552,5846.0,128.1,-128.1,4.11,0.07,-0.07,1.5,0.07,-0.07
1,43.434461,69.101345,-46.293,0.039,-0.039,-14.413,0.055,-0.055,2460660.093314,0.003067,-0.003067,7.0731057,1.88e-05,-1.88e-05,3.819,0.577,-0.577,439.0,16.7755,-16.7755,2.69175,0.153612,-0.153612,242.723,1099.0,8.3302,0.006,-0.006,88.9482,0.32085,-0.32085,5656.0,122.561,-122.561,4.1408,0.0786724,-0.0786724,1.41,0.07,-0.07
1,240.172481,83.258659,-132.915,0.038,-0.038,107.827,0.038,-0.038,2460661.435023,0.002145,-0.002145,8.3033493,1.68e-05,-1.68e-05,1.705,0.508,-0.508,571.0,39.411,-39.411,1.95844,0.153494,-0.153494,36.5628,685.0,9.812,0.006,-0.006,70.9819,0.10305,-0.10305,4814.0,124.993,-124.993,4.54519,0.0935899,-0.0935899,0.78,0.05,-0.05
1,55.459031,-62.767267,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460180.378105,0.001773,-0.001773,17.6671687,2.92e-05,-2.92e-05,2.525,0.14,-0.14,854.0,34.8289,-34.8289,1.87042,0.12665,-0.12665,7.60884,462.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.21,-0.21,0.69,0.04,-0.04
1,55.459031,-62.767267,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460157.951364,0.004136,-0.004136,29.7975205,8.87e-05,-8.87e-05,2.782,0.202,-0.202,671.0,33.2375,-33.2375,1.60982,0.115321,-0.115321,3.2713,374.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.21,-0.21,0.69,0.04,-0.04
1,55.459031,-62.767267,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460184.414244,0.003541,-0.003541,12.1623316,4.41e-05,-4.41e-05,2.614,0.919,-0.919,317.0,26.885,-26.885,1.15643,0.097689,-0.097689,27.5458,638.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.21,-0.21,0.69,0.04,-0.04
1,55.459031,-62.767267,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460203.017928,0.004122,-0.004122,3.9766833,1.42e-05,-1.42e-05,1.859,0.302,-0.302,142.0,12.1233,-12.1233,0.757588,0.0655541,-0.0655541,89.0886,855.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.21,-0.21,0.69,0.04,-0.04
1,55.459031,-62.767267,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460197.038739,0.004143,-0.004143,7.9076222,2.62e-05,-2.62e-05,2.611,0.411,-0.411,217.0,14.3268,-14.3268,0.969819,0.073197,-0.073197,44.8107,720.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.21,-0.21,0.69,0.04,-0.04
1,257.328868,71.876672,24.2,0.042,-0.042,63.269,0.054,-0.054,2460660.830697,0.003261,-0.003261,21.2690422,8.07e-05,-8.07e-05,5.893,0.247,-0.247,350.0,9.86603,-9.86603,1.87711,0.100602,-0.100602,58.618,770.0,8.2865,0.006,-0.006,72.8871,0.1194,-0.1194,5707.0,124.634,-124.634,4.31886,0.0771701,-0.0771701,1.16,0.06,-0.06
1,257.747332,71.872204,66.979,0.088,-0.088,188.773,0.087,-0.087,2459660.494212,0.002243,-0.002243,4.2660553,1.4e-05,-1.4e-05,0.69,0.301,-0.301,1700.0,1591.15,-1591.15,3.30511,1.40785,-1.40785,10.8837,506.0,12.4251,0.007,-0.007,41.2758,0.0887,-0.0887,3281.0,157.0,-157.0,4.90415,0.0036174,-0.0036174,0.32,0.01,-0.01
1,294.291071,60.881302,-1.548,0.058,-0.058,-18.707,0.049,-0.049,2460623.320439,0.002181,-0.002181,22.3417286,6.26e-05,-6.26e-05,2.582,0.531,-0.531,472.0,24.6829,-24.6829,2.54102,0.137594,-0.137594,21.2584,598.0,9.01932,0.006,-0.006,114.39,0.415,-0.415,6179.0,124.697,-124.697,4.3969,0.0828215,-0.0828215,1.14,0.05,-0.05
1,282.737228,64.419466,-54.402,0.023,-0.023,61.827,0.026,-0.026,2459763.323055,0.002794,-0.002794,4.4891367,8.2e-06,-8.2e-06,1.8833377,0.2825689,-0.2825689,1271.1867023,58.49921,-58.49921,1.9980298,1.0064696,-1.0064696,36.1538988,625.4009463,12.2574,0.007,-0.007,99.5561,0.1172,-0.1172,3959.0,157.0,-157.0,4.68416,0.0098227,-0.0098227,0.561356,0.0165649,-0.0165649
1,282.737228,64.419466,-54.402,0.023,-0.023,61.827,0.026,-0.026,2459647.515197,0.003383,-0.003383,9.0447039,1.67e-05,-1.67e-05,1.7653148,0.3585741,-0.3585741,1611.0010188,87.23222,-87.23222,2.2493746,1.3561225,-1.3561225,14.2073509,495.1628187,12.2574,0.007,-0.007,99.5561,0.1172,-0.1172,3959.0,157.0,-157.0,4.68416,0.0098227,-0.0098227,0.561356,0.0165649,-0.0165649
1,282.737228,64.419466,-54.402,0.023,-0.023,61.827,0.026,-0.026,2458684.354953,0.001054,-0.001054,2.3889051,1e-05,-1e-05,1.032409,0.29452,-0.29452,569.8511771,66.292,-66.292,1.3399401,2.0260444,-2.0260444,83.8378977,771.7556976,12.2574,0.007,-0.007,99.5561,0.1172,-0.1172,3959.0,157.0,-157.0,4.68416,0.0098227,-0.0098227,0.561356,0.0165649,-0.0165649
1,124.53286,-68.314466,94.768,0.054,-0.054,-340.47,0.052,-0.052,2460688.70837,0.00038,-0.00038,3.6906759,1e-06,-1e-06,1.107,0.081,-0.081,1657.0,43.4539,-43.4539,1.36751,0.0448017,-0.0448017,8.77401,479.0,9.41242,0.007,-0.007,10.6194,0.0032,-0.0032,3469.0,68.0,-68.0,4.9401,0.058929,-0.058929,0.31,0.01,-0.01
1,124.53286,-68.314466,94.768,0.054,-0.054,-340.47,0.052,-0.052,2460039.154503,0.000444,-0.000444,7.4507305,3.2e-06,-3.2e-06,0.475,0.12,-0.12,1542.0,4343.43,-4343.43,3.04528,0.856434,-0.856434,1.96064,329.0,9.41242,0.007,-0.007,10.6194,0.0032,-0.0032,3469.0,68.0,-68.0,4.9401,0.058929,-0.058929,0.31,0.01,-0.01
1,124.53286,-68.314466,94.768,0.054,-0.054,-340.47,0.052,-0.052,2458354.907237,0.000233,-0.000233,2.2531062,2e-06,-2e-06,0.9939837,0.1254568,-0.1254568,682.3972723,22.426283,-22.426283,0.826635,0.3891579,-0.3891579,24.4782213,567.3025213,9.41242,0.007,-0.007,10.6194,0.0032,-0.0032,3469.0,68.0,-68.0,4.9401,0.058929,-0.058929,0.31416,0.0093238,-0.0093238
1,243.488853,63.53353,8.353,0.041,-0.041,-172.81,0.047,-0.047,2460607.061003,0.003858,-0.003858,37.4685042,0.0001639,-0.0001639,7.685,1.332,-1.332,429.0,23.4654,-23.4654,2.56325,0.14305,-0.14305,192.521,1037.0,8.80616,0.006,-0.006,113.335,0.292,-0.292,6114.0,122.03,-122.03,4.293,0.0838503,-0.0838503,1.27,0.06,-0.06
1,252.469835,61.173577,-1.585,0.075,-0.075,12.548,0.074,-0.074,2459653.733754,0.003444,-0.003444,5.3846239,1.18e-05,-1.18e-05,3.2617296,0.1596112,-0.1596112,630.6901313,25.18058,-25.18058,2.6170633,0.2518194,-0.2518194,237.9959598,1001.7564461,11.2078,0.006,-0.006,226.671,2.699,-2.699,5700.0,130.299,-130.299,4.48088,0.0795665,-0.0795665,0.959022,0.0498041,-0.0498041
1,354.741581,75.685232,-82.642,0.059,-0.059,25.158,0.051,-0.051,2460421.696841,0.002006,-0.002006,20.7051499,3.88e-05,-3.88e-05,3.348,0.24,-0.24,1822.0,53.3816,-53.3816,3.39245,0.204885,-0.204885,13.1989,531.0,10.0907,0.006,-0.006,96.6215,0.34215,-0.34215,5169.0,121.543,-121.543,4.57,0.0825764,-0.0825764,0.81,0.05,-0.05
1,326.851662,62.753816,-173.47,0.056,-0.056,-10.46,0.048,-0.048,2460404.266149,0.001197,-0.001197,18.8500438,2.47e-05,-2.47e-05,3.407,0.365,-0.365,2610.0,67.1008,-67.1008,3.09094,0.104833,-0.104833,5.95531,435.0,9.92838,0.007,-0.007,40.0654,0.0423,-0.0423,3960.0,157.0,-157.0,4.62853,0.0112399,-0.0112399,0.63,0.02,-0.02
0,115.003473,-72.205678,15.438,0.073,-0.073,478.653,0.106,-0.106,2458649.291373,0.002626,-0.002626,16.155373,0.000103,-0.000103,1.556705,0.037499,-0.037499,71225.723174,1623.8068,-1623.8068,10.424281,7.728964,-7.728964,1.8460086,297.2885497,13.4004,0.007,-0.007,65.9528,0.20035,-0.20035,3270.0,63.0,-63.0,4.98242,0.409627,-0.409627,0.271,0.047,-0.047
0,290.173976,73.195993,6.983,0.086,-0.086,-81.876,0.095,-0.095,2458691.531496,0.003782,-0.003782,11.062666,0.0004897,-0.0004897,2.0842156,0.3009407,-0.3009407,4957.8780942,704.5552,-704.5552,2.6437021,4.0930066,-4.0930066,1.7628857,293.8838939,12.4989,0.008,-0.008,30.5373,0.04315,-0.04315,3212.0,157.0,-157.0,4.98029,0.0125638,-0.0125638,0.254522,0.0077084,-0.0077084
1,148.643119,40.387945,-28.328,0.198,-0.198,-24.411,0.227,-0.227,2459635.207263,0.001541,-0.001541,2.7033942,5.1e-06,-5.1e-06,2.927,0.16,-0.16,10340.0,1.90766,-1.90766,16.72,0.893416,-0.893416,1704.57,1790.0,9.43351,0.006,-0.006,210.252,5.4075,-5.4075,6518.0,123.7,-123.7,4.15,0.09,-0.09,1.61,0.08,-0.08
1,140.102965,33.882329,-2.155,0.079,-0.079,-20.319,0.073,-0.073,2458892.510627,0.000568,-0.000568,4.3532339,0.0001972,-0.0001972,3.869,0.144,-0.144,10270.0,1.16817,-1.16817,16.2509,0.937069,-0.937069,617.309,1388.0,9.98111,0.006,-0.006,227.537,3.069,-3.069,5914.0,145.7,-145.7,4.07,0.09,-0.09,1.59,0.09,-0.09
1,152.102783,55.53996,-21.636,0.051,-0.051,-26.851,0.048,-0.048,2460331.444718,0.004682,-0.004682,7.3377236,4.02e-05,-4.02e-05,4.243,1.139,-1.139,795.0,74.5104,-74.5104,3.2807,0.221167,-0.221167,998.435,1566.0,9.91008,0.006,-0.006,157.597,0.8285,-0.8285,5994.0,121.0,-121.0,4.4,0.08,-0.08,1.1,0.05,-0.05
1,20.438428,-46.714723,-111.206,0.058,-0.058,-79.827,0.068,-0.068,2460204.963281,0.000883,-0.000883,2.8531016,1.7e-06,-1.7e-06,1.142,0.173,-0.173,1395.0,120.577,-120.577,2.02068,0.114301,-0.114301,23.0419,610.0,9.49275,0.007,-0.007,22.4751,0.02605,-0.02605,3703.0,66.0,-66.0,4.76229,0.061557,-0.061557,0.52,0.02,-0.02
0,141.367951,50.908874,-28.379,0.047,-0.047,8.392,0.044,-0.044,2459605.893177,0.003142,-0.003142,1.0924536,3.9e-06,-3.9e-06,1.2245785,0.0698552,-0.0698552,874.580104,62.854668,-62.854668,6.5935026,3.981952,-3.981952,5898.9818226,2235.1877779,9.22437,0.006,-0.006,163.438,0.81,-0.81,6273.0,117.4,-117.4,4.2,0.08,-0.08,1.4487799,0.0595603,-0.0595603
1,155.681459,50.128711,-26.182,0.057,-0.057,83.727,0.066,-0.066,2460362.105227,8.8e-05,-8.8e-05,3.2122302,3e-07,-3e-07,2.653,0.013,-0.013,14429.0,86.9302,-86.9302,13.0356,0.657419,-0.657419,325.569,1183.0,9.007,0.006,-0.006,81.7647,0.2497,-0.2497,5357.7,112.4,-112.4,4.37,0.08,-0.08,1.04,0.05,-0.05
1,156.837704,34.39095,-39.423,0.073,-0.073,-19.086,0.077,-0.077,2459628.849872,0.004881,-0.004881,8.0542207,3.3e-05,-3.3e-05,3.0287161,0.2593789,-0.2593789,706.8165307,52.987804,-52.987804,2.8337706,0.4985287,-0.4985287,140.2332705,877.6725493,9.3523,0.006,-0.006,97.7562,0.5952,-0.5952,5583.1,110.4,-110.4,4.44,0.08,-0.08,0.995254,0.04551,-0.04551
1,133.146837,28.329815,-485.872,0.134,-0.134,-233.651,0.109,-0.109,2458870.692828,0.000116,-0.000116,0.7365463,9e-07,-9e-07,1.5732208,0.0293747,-0.0293747,384.6733121,4.190644,-4.190644,2.0231121,0.1825726,-0.1825726,2657.8322415,1831.2668801,5.2058,0.006,-0.006,12.5855,0.01235,-0.01235,5250.0,147.6,-147.6,4.42,0.09,-0.09,0.963515,0.0654472,-0.0654472
1,148.161931,35.111008,264.673,0.087,-0.087,-150.27,0.073,-0.073,2458872.341155,0.002249,-0.002249,16.7100422,0.0032803,-0.0032803,5.4004652,0.3893613,-0.3893613,615.2873631,46.144043,-46.144043,2.7396616,0.7620626,-0.7620626,73.7609475,747.4400609,7.6474,0.006,-0.006,53.974,0.20425,-0.20425,5853.7,106.531,-106.531,4.38636,0.0701936,-0.0701936,1.09271,0.0444724,-0.0444724
1,150.115101,39.457751,-5.839,0.052,-0.052,-15.296,0.051,-0.051,2459635.364326,0.000726,-0.000726,10.2405483,1.4e-05,-1.4e-05,3.538,0.111,-0.111,9950.0,1.37762,-1.37762,8.69623,0.527794,-0.527794,55.4426,760.0,10.9184,0.007,-0.007,149.234,0.9475,-0.9475,5251.0,129.898,-129.898,4.54337,0.0872397,-0.0872397,0.84,0.05,-0.05
1,164.777291,40.983718,214.702,0.084,-0.084,25.647,0.106,-0.106,2458871.488566,0.003068,-0.003068,2.8009915,0.0005895,-0.0005895,1.4985399,0.3690391,-0.3690391,204.8553325,27.656855,-27.656855,1.4033915,1.9496018,-1.9496018,560.3349224,1240.8853925,7.6586,0.006,-0.006,44.647,0.15285,-0.15285,5723.87,104.62,-104.62,4.49543,0.0705593,-0.0705593,0.945408,0.0387764,-0.0387764
1,151.807032,46.114881,-0.714,0.058,-0.058,-22.108,0.056,-0.056,2459635.116524,0.006528,-0.006528,14.6503935,0.0002236,-0.0002236,2.08,0.465,-0.465,330.0,2.15699,-2.15699,1.81908,0.174393,-0.174393,18.7938,580.0,8.737001,0.006,-0.006,79.7665,0.33105,-0.33105,5859.45,101.754,-101.754,4.4776,0.0720788,-0.0720788,0.98,0.04,-0.04
1,136.777644,46.672425,-68.542,0.051,-0.051,-40.838,0.05,-0.05,2458875.997532,0.001514,-0.001514,6.5273884,2.92e-05,-2.92e-05,3.1190657,0.2497135,-0.2497135,415.430891,26.054834,-26.054834,2.8972637,0.5336485,-0.5336485,413.1007903,1149.830319,8.4594,0.006,-0.006,99.451,0.36195,-0.36195,6023.0,126.762,-126.762,4.23995,0.081398,-0.081398,1.32944,0.0616834,-0.0616834
1,7.302011,-30.454116,149.953,0.073,-0.073,-87.253,0.042,-0.042,2460196.437088,0.001858,-0.001858,6.5578513,1.06e-05,-1.06e-05,2.08,0.17,-0.17,1596.0,80.6229,-80.6229,2.54474,0.244377,-0.244377,24.9125,622.0,10.42,0.006,-0.006,62.699,0.20675,-0.20675,4111.0,171.0,-171.0,4.55528,0.449348,-0.449348,0.66,0.06,-0.06
1,7.302011,-30.454116,149.953,0.073,-0.073,-87.253,0.042,-0.042,2458354.55219,0.004083,-0.004083,20.708504,0.003165,-0.003165,2.236524,0.274134,-0.274134,1657.067907,446.14713,-446.14713,3.751004,1.518233,-1.518233,19.4977725,535.9397866,10.42,0.006,-0.006,62.699,0.20675,-0.20675,4111.0,171.0,-171.0,4.55528,0.449348,-0.449348,0.701202,0.152166,-0.152166
1,7.302011,-30.454116,149.953,0.073,-0.073,-87.253,0.042,-0.042,2458362.954199,0.002034,-0.002034,9.9616347,2.27e-05,-2.27e-05,2.4648052,0.39347,-0.39347,1084.4327062,94.1892,-94.1892,2.2807327,0.9848358,-0.9848358,21.8201851,551.2319188,10.42,0.006,-0.006,62.699,0.20675,-0.20675,4111.0,171.0,-171.0,4.55528,0.449348,-0.449348,0.660806,0.0596206,-0.0596206
